tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
41,50.89,1966.6,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
25,65.81,1531.39,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,Yes
49,68.06,3133.24,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,No,No
24,45.12,1050.61,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,Yes,Yes
23,50.11,1047.36,One year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,No
12,28.19,338.22,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,Yes
59,51.96,2953.76,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
6,85.29,505.27,One year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
56,60.88,3351.22,Two year,DSL,No,No,Electronic check,0,Yes,No,No,No
35,95.27,3256.42,Two year,Fiber optic,Yes,Yes,Credit card,1,No,Yes,No,No
44,59.44,2364.08,One year,Fiber optic,Yes,No,Credit card,0,Yes,No,No,No
19,22.05,398.69,Month-to-month,DSL,Yes,No,Electronic check,1,Yes,No,No,Yes
64,82.92,4950.34,One year,DSL,No,No,Credit card,0,No,No,No,No
7,44.79,285.72,One year,DSL,No,Yes,Mailed check,0,Yes,Yes,No,No
15,58.0,812.84,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,Yes
13,102.13,1280.53,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
14,30.17,389.88,Two year,DSL,Yes,Yes,Electronic check,0,No,No,Yes,No
65,69.94,4293.61,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
31,63.78,1859.44,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,Yes
62,86.03,4828.46,Month-to-month,No,No,No,Mailed check,0,No,No,No,No
50,90.65,4363.93,Month-to-month,DSL,No,No,Credit card,1,No,Yes,Yes,Yes
24,72.92,1683.38,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,No
57,54.19,3078.46,One year,Fiber optic,No,No,Electronic check,0,No,No,No,No
62,79.2,4565.69,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,Yes
61,105.07,6036.86,Month-to-month,Fiber optic,No,Yes,Mailed check,1,No,No,Yes,No
21,64.18,1267.4,Two year,Fiber optic,No,No,Credit card,0,No,No,Yes,Yes
57,56.98,3221.79,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,Yes,Yes,Yes
57,76.65,4110.69,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,Yes,Yes
48,66.16,2998.72,One year,Fiber optic,Yes,Yes,Electronic check,0,No,No,No,No
51,24.87,1173.54,One year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
41,72.18,2663.79,One year,Fiber optic,No,No,Electronic check,0,Yes,No,No,No
69,24.6,1546.41,Two year,No,No,No,Electronic check,0,Yes,Yes,No,No
14,76.23,1035.62,One year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
53,41.09,2108.62,Two year,DSL,No,Yes,Electronic check,0,Yes,No,No,No
59,66.11,3636.24,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,No
7,76.72,508.74,One year,Fiber optic,Yes,No,Mailed check,0,No,No,No,No
52,120.0,5801.56,Two year,No,Yes,Yes,Electronic check,0,No,Yes,Yes,No
59,87.28,5010.95,One year,No,Yes,Yes,Bank transfer,1,No,Yes,No,No
4,105.94,417.09,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,Yes,Yes,No
67,120.0,7958.88,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,No,No
5,79.68,365.49,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,Yes
46,73.57,3281.01,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,Yes,No
54,33.0,1775.41,Two year,No,No,Yes,Electronic check,0,Yes,No,Yes,No
39,61.5,2314.7,Month-to-month,DSL,No,No,Credit card,0,No,No,No,No
51,43.31,2065.45,Month-to-month,DSL,No,No,Mailed check,1,No,No,No,No
15,52.97,765.62,Two year,DSL,No,No,Bank transfer,0,Yes,No,No,No
12,120.0,1395.13,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,No,Yes
29,68.44,1865.09,Month-to-month,No,No,No,Credit card,0,Yes,No,Yes,Yes
18,38.72,634.51,One year,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
16,106.24,1632.98,One year,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,No
62,93.66,5692.02,Month-to-month,Fiber optic,No,No,Bank transfer,1,Yes,No,No,No
18,95.23,1713.72,Two year,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
57,18.0,946.29,Month-to-month,Fiber optic,Yes,No,Credit card,1,No,No,Yes,Yes
54,120.0,6285.85,One year,No,No,No,Bank transfer,0,Yes,No,No,Yes
61,48.24,2656.63,Month-to-month,DSL,Yes,No,Credit card,0,No,No,No,No
22,88.34,1937.62,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,Yes
8,120.0,865.21,Month-to-month,DSL,Yes,No,Credit card,0,No,No,No,Yes
11,120.0,1235.36,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,Yes,No
0,35.67,0.0,Month-to-month,No,No,No,Credit card,0,No,No,No,Yes
57,21.66,1187.82,Two year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
0,107.91,0.0,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,Yes
33,69.26,2224.54,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,Yes
47,49.97,2227.96,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
0,83.64,0.0,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,No,No,Yes,Yes
15,60.11,842.91,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
60,86.04,4690.62,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,Yes,Yes
63,67.01,3885.94,One year,Fiber optic,Yes,No,Credit card,0,No,Yes,No,No
62,86.67,5179.61,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,Yes,No
68,38.16,2464.29,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,No,Yes
21,107.73,2051.95,One year,DSL,No,No,Electronic check,0,No,No,Yes,No
66,85.93,5412.74,One year,Fiber optic,Yes,No,Credit card,0,No,No,Yes,No
25,84.39,1910.2,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,Yes,No
15,31.47,449.0,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
50,115.99,5779.18,One year,Fiber optic,No,Yes,Credit card,0,No,No,Yes,Yes
56,64.59,3366.5,Two year,Fiber optic,No,No,Electronic check,0,No,No,No,No
28,86.84,2364.29,Two year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
68,55.32,3666.04,One year,DSL,No,Yes,Electronic check,1,No,No,Yes,No
46,72.83,3150.8,Month-to-month,DSL,No,No,Mailed check,0,No,Yes,No,No
61,73.91,4325.15,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,No
68,18.0,1159.38,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,No,No
15,82.47,1148.4,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,No,No
47,120.0,5501.67,One year,Fiber optic,No,No,Mailed check,0,Yes,No,No,No
38,81.19,2993.54,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,Yes,Yes,No
32,36.27,1149.1,Month-to-month,No,No,No,Electronic check,1,No,No,Yes,Yes
22,84.5,1788.01,Two year,No,Yes,No,Bank transfer,0,No,No,Yes,No
9,96.78,817.78,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
68,80.37,5308.86,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,Yes,Yes
33,62.78,1992.81,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,No,Yes
51,57.74,2831.84,One year,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
9,57.61,510.7,One year,No,No,No,Bank transfer,1,Yes,Yes,Yes,No
18,85.93,1532.89,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
57,22.79,1192.54,Month-to-month,DSL,No,No,Bank transfer,1,No,No,Yes,Yes
0,53.84,0.0,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
68,112.87,7406.76,Two year,DSL,No,No,Electronic check,0,No,No,No,No
3,114.03,326.94,Two year,DSL,No,No,Credit card,1,No,Yes,Yes,Yes
15,20.66,299.13,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,No
23,31.06,673.88,One year,DSL,No,Yes,Bank transfer,1,No,No,No,No
1,56.88,53.54,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,No,Yes
31,91.78,2594.14,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,Yes,Yes,Yes
23,18.0,398.42,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,Yes
11,63.36,639.52,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
49,50.77,2405.89,Two year,DSL,No,No,Electronic check,0,No,No,No,No
34,104.78,3550.79,Month-to-month,No,No,No,Mailed check,0,No,No,No,No
32,18.0,533.17,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,Yes,No,No
32,67.78,1982.9,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,No
60,53.19,2879.98,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
50,109.09,5115.68,One year,DSL,Yes,Yes,Electronic check,0,Yes,No,Yes,No
42,82.93,3209.5,Two year,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,Yes
11,47.43,495.22,Two year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
66,90.6,5695.15,Two year,No,Yes,No,Credit card,0,No,No,Yes,No
64,53.34,3191.64,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,Yes,No,No
32,94.98,2963.35,One year,No,No,Yes,Bank transfer,0,No,No,No,No
39,57.89,2236.22,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,No
42,96.64,3738.85,Month-to-month,No,Yes,No,Mailed check,0,No,No,No,No
43,78.08,3302.48,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,Yes,No,Yes
28,120.0,3068.08,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
12,63.41,702.23,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
11,76.49,804.49,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,No,Yes
45,50.62,2119.95,Two year,DSL,No,No,Electronic check,1,No,No,Yes,No
1,65.08,58.84,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,Yes,Yes
34,18.0,568.85,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,Yes,No
7,78.97,547.53,Two year,No,No,No,Bank transfer,0,No,No,Yes,No
25,105.29,2414.88,Month-to-month,DSL,No,No,Bank transfer,0,No,Yes,Yes,Yes
33,76.9,2477.75,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,Yes,Yes,No
6,25.58,149.22,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,Yes,Yes
67,40.95,2498.43,One year,Fiber optic,No,No,Credit card,0,No,Yes,Yes,Yes
57,18.0,957.2,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,No,No
28,94.37,2428.16,One year,No,No,Yes,Electronic check,0,No,No,No,No
35,34.8,1099.02,One year,Fiber optic,Yes,Yes,Electronic check,1,Yes,No,No,No
20,64.14,1176.72,One year,Fiber optic,No,No,Credit card,1,No,No,No,Yes
35,60.39,1944.89,One year,No,No,No,Credit card,0,No,No,Yes,No
9,109.63,904.38,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,No,Yes
23,67.56,1412.65,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,Yes
63,89.27,5357.6,Two year,No,No,Yes,Mailed check,0,Yes,Yes,No,No
48,81.39,3642.09,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,No,Yes,Yes
35,105.78,3668.33,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,No,Yes
23,57.83,1221.98,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
22,120.0,2535.16,Two year,DSL,No,No,Bank transfer,1,No,No,Yes,Yes
61,18.0,1087.09,Month-to-month,No,No,No,Electronic check,0,No,No,No,No
36,90.72,2954.74,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,No,No
11,39.0,408.25,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,Yes,Yes
54,50.22,2562.91,One year,No,Yes,No,Mailed check,0,Yes,No,No,No
12,82.08,977.94,Month-to-month,No,Yes,Yes,Mailed check,0,Yes,Yes,Yes,No
22,81.84,1739.94,Month-to-month,No,No,Yes,Credit card,1,Yes,No,No,No
29,83.19,2255.49,One year,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,Yes,Yes
16,23.42,363.91,Two year,DSL,Yes,No,Bank transfer,0,Yes,No,No,No
61,108.47,6340.53,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
12,37.98,426.01,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,No,Yes
58,41.98,2382.55,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
18,84.14,1464.26,Two year,Fiber optic,No,No,Credit card,1,No,No,Yes,Yes
48,56.4,2437.95,Two year,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
11,74.25,805.73,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,Yes,Yes
60,18.0,1014.89,Month-to-month,Fiber optic,No,Yes,Mailed check,1,No,No,Yes,Yes
18,73.53,1276.61,One year,Fiber optic,No,No,Bank transfer,1,Yes,No,No,No
8,71.53,537.72,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,Yes,Yes
70,49.7,3437.73,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
27,18.0,469.03,Month-to-month,DSL,No,Yes,Credit card,0,Yes,Yes,Yes,No
51,58.62,2863.87,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
15,63.88,956.31,Month-to-month,DSL,Yes,No,Electronic check,0,No,Yes,Yes,No
68,53.98,3406.59,One year,Fiber optic,No,No,Mailed check,0,Yes,No,No,No
11,18.0,179.49,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,Yes,No
24,112.84,2577.09,Month-to-month,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
51,45.83,2202.7,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,Yes,No
52,58.33,2867.64,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,No,Yes
22,18.0,380.96,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,No
15,112.85,1627.6,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
56,51.0,2682.43,One year,Fiber optic,Yes,No,Credit card,0,Yes,Yes,Yes,No
38,67.95,2546.69,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,Yes,No,Yes
52,98.62,4949.5,Month-to-month,No,No,No,Electronic check,1,Yes,No,No,Yes
41,44.71,1812.93,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
57,93.9,5305.82,Month-to-month,No,No,Yes,Bank transfer,0,No,Yes,Yes,No
38,18.0,627.04,Two year,DSL,No,Yes,Mailed check,0,No,No,No,No
13,81.53,1026.03,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,No
4,112.17,418.06,Two year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
34,47.59,1591.59,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,Yes,Yes
17,98.57,1630.92,Two year,DSL,No,Yes,Bank transfer,1,No,Yes,No,No
8,120.0,883.08,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,Yes,No,No
57,57.35,3248.92,One year,DSL,Yes,Yes,Credit card,0,No,No,No,No
16,54.87,850.13,Month-to-month,DSL,No,No,Mailed check,0,No,Yes,No,Yes
6,38.05,227.13,Month-to-month,No,No,No,Electronic check,0,No,Yes,No,Yes
45,49.71,2058.42,Two year,No,No,No,Electronic check,0,Yes,No,No,No
12,40.54,480.14,One year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
39,38.03,1433.94,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,Yes,Yes
41,100.97,3954.43,Month-to-month,No,No,No,Bank transfer,0,Yes,No,No,No
8,41.3,324.47,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
49,72.76,3434.35,Two year,DSL,No,No,Electronic check,0,No,No,No,No
26,66.15,1663.07,Month-to-month,No,Yes,No,Mailed check,0,No,No,No,No
65,109.94,6612.77,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,Yes,No
4,49.91,195.99,One year,Fiber optic,Yes,No,Credit card,0,Yes,No,No,No
28,76.43,2065.2,Two year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,No
36,88.73,3144.57,One year,Fiber optic,Yes,No,Electronic check,1,Yes,Yes,Yes,No
37,109.69,3795.35,One year,No,No,No,Electronic check,0,No,Yes,Yes,No
7,49.47,323.15,One year,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,No,No
64,46.46,2683.2,Month-to-month,No,No,Yes,Bank transfer,0,No,No,No,No
16,33.15,518.13,Month-to-month,No,No,No,Credit card,0,No,No,Yes,Yes
70,120.0,7837.46,Two year,Fiber optic,No,Yes,Bank transfer,0,No,Yes,Yes,No
44,106.53,4371.96,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,Yes,No
3,63.73,185.24,Two year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
35,120.0,3886.2,Month-to-month,DSL,No,No,Mailed check,0,No,No,Yes,Yes
69,61.94,4234.98,Month-to-month,DSL,Yes,Yes,Mailed check,0,No,No,No,No
30,86.73,2481.71,Two year,Fiber optic,No,Yes,Credit card,0,Yes,No,No,Yes
18,65.31,1171.99,One year,Fiber optic,No,No,Mailed check,0,Yes,No,No,No
60,76.93,4189.61,Month-to-month,DSL,Yes,Yes,Mailed check,0,No,No,Yes,No
53,73.75,3649.53,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
38,52.25,1862.69,One year,No,No,No,Bank transfer,0,No,No,No,No
18,97.77,1712.42,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,No,Yes
38,86.48,3027.6,Month-to-month,No,No,No,Credit card,0,No,No,Yes,No
66,95.83,5929.7,Two year,DSL,No,No,Electronic check,0,Yes,Yes,Yes,No
44,74.61,3253.51,Two year,Fiber optic,No,Yes,Credit card,0,No,No,No,No
12,37.8,413.44,Month-to-month,DSL,No,Yes,Mailed check,1,Yes,Yes,Yes,Yes
57,116.28,6459.16,Two year,Fiber optic,No,No,Electronic check,0,Yes,Yes,No,No
19,57.12,1052.99,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,Yes,No
71,75.92,4921.63,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
60,84.06,4886.49,One year,Fiber optic,No,Yes,Mailed check,0,No,Yes,No,No
38,75.72,2753.57,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
0,92.46,0.0,Month-to-month,Fiber optic,Yes,Yes,Mailed check,1,Yes,No,Yes,Yes
2,97.2,181.01,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
61,58.25,3493.91,Two year,DSL,No,Yes,Electronic check,1,No,No,No,No
62,113.76,6510.75,One year,Fiber optic,No,Yes,Mailed check,0,No,Yes,No,No
24,56.99,1301.12,Month-to-month,No,No,No,Credit card,0,No,No,Yes,No
55,75.1,3998.8,Month-to-month,No,No,Yes,Credit card,0,No,Yes,No,No
32,53.37,1559.24,Month-to-month,No,Yes,Yes,Bank transfer,0,Yes,No,Yes,Yes
37,44.8,1646.39,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
5,96.33,446.04,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
57,120.0,6374.08,One year,Fiber optic,No,No,Electronic check,0,No,Yes,No,No
43,54.15,2250.71,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,No
44,101.46,4052.72,One year,No,No,No,Mailed check,0,No,Yes,Yes,Yes
31,55.22,1648.07,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,No
44,64.69,2822.46,One year,DSL,No,No,Electronic check,0,No,No,Yes,Yes
60,117.73,6533.37,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,No,No
46,32.79,1412.09,Month-to-month,No,No,Yes,Mailed check,0,Yes,No,Yes,No
20,24.86,459.03,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
35,62.38,2143.73,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,Yes,Yes,No
18,84.91,1401.16,Two year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
19,78.91,1401.33,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,No,No
56,75.82,4076.52,One year,No,No,No,Electronic check,1,No,No,Yes,No
17,66.02,1055.51,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,No
46,88.6,3694.72,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,No,No
48,18.0,859.48,Month-to-month,No,Yes,Yes,Mailed check,0,Yes,No,Yes,No
13,42.48,515.68,Two year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,No,No
14,62.19,822.4,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,No,No
30,86.14,2369.08,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,Yes,Yes,Yes
0,109.69,0.0,Two year,Fiber optic,Yes,No,Bank transfer,1,Yes,Yes,Yes,No
53,38.45,1893.45,One year,DSL,Yes,Yes,Mailed check,0,No,No,Yes,No
2,108.71,196.11,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,No,Yes
15,51.42,718.57,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,No,No
56,61.1,3416.15,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,Yes,No
11,82.44,829.47,Month-to-month,No,No,No,Electronic check,0,Yes,No,Yes,No
15,58.9,797.91,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,No,Yes
71,98.3,6684.9,Two year,Fiber optic,Yes,No,Credit card,0,No,No,Yes,No
23,52.86,1139.39,Two year,No,Yes,Yes,Electronic check,1,Yes,No,Yes,No
27,53.31,1409.86,Two year,DSL,No,Yes,Bank transfer,1,Yes,No,Yes,No
7,96.56,657.8,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,Yes
35,42.11,1353.79,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,No
7,72.47,485.2,Two year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,Yes
57,18.0,926.73,Two year,DSL,No,Yes,Credit card,0,Yes,No,No,No
59,119.59,6660.32,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,Yes,No
49,101.2,4817.0,Month-to-month,DSL,No,Yes,Bank transfer,0,No,Yes,Yes,No
27,120.0,3050.45,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,Yes,No,No,Yes
40,105.15,3835.01,One year,No,No,No,Bank transfer,1,Yes,No,Yes,Yes
63,31.11,1776.0,One year,No,Yes,Yes,Credit card,0,No,Yes,No,No
26,85.06,2179.2,Two year,Fiber optic,No,No,Bank transfer,1,Yes,No,Yes,No
62,37.46,2297.28,Month-to-month,No,No,No,Electronic check,0,No,Yes,Yes,No
16,112.34,1679.36,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,No
32,31.97,937.53,Month-to-month,Fiber optic,No,Yes,Mailed check,1,Yes,Yes,No,No
28,30.53,853.01,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,Yes
12,18.0,206.19,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,Yes,Yes
45,50.35,2147.17,One year,DSL,No,No,Bank transfer,0,No,No,Yes,No
34,44.32,1467.94,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,Yes
5,27.15,124.47,One year,Fiber optic,Yes,Yes,Credit card,0,No,No,No,No
68,120.0,7817.27,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,No,Yes
46,80.9,3680.53,Month-to-month,No,No,No,Bank transfer,0,No,Yes,Yes,No
24,77.37,1675.48,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,Yes,Yes
65,112.67,7084.03,Two year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
9,72.69,624.86,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,Yes,No,No
55,42.54,2328.19,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,Yes
29,18.0,483.3,Month-to-month,DSL,Yes,No,Electronic check,1,No,Yes,Yes,No
4,40.85,161.09,Two year,DSL,No,No,Mailed check,1,No,No,Yes,No
32,110.16,3281.53,Two year,Fiber optic,No,Yes,Mailed check,1,Yes,No,Yes,No
64,27.34,1650.0,Month-to-month,No,No,No,Mailed check,0,Yes,No,Yes,No
17,75.59,1183.94,One year,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,Yes
48,96.02,4546.09,Month-to-month,No,No,No,Credit card,0,Yes,No,Yes,Yes
10,73.56,676.41,Two year,No,No,Yes,Electronic check,0,Yes,No,Yes,No
25,76.97,1897.12,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,No,Yes,Yes
62,84.67,4963.76,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,Yes
58,76.38,4356.98,One year,Fiber optic,No,No,Bank transfer,0,Yes,Yes,No,No
26,113.27,2728.41,Two year,DSL,No,No,Bank transfer,1,No,No,No,No
48,33.79,1481.26,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,No,No
32,72.21,2207.88,One year,Fiber optic,No,No,Bank transfer,1,No,No,Yes,No
0,18.0,0.0,Month-to-month,DSL,No,Yes,Credit card,0,No,Yes,No,Yes
20,18.0,336.84,Month-to-month,No,No,No,Electronic check,0,No,No,Yes,Yes
54,62.55,3263.81,One year,Fiber optic,Yes,No,Electronic check,1,No,No,Yes,No
5,81.3,369.72,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,Yes,No
68,113.92,7453.74,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
4,120.0,442.16,Two year,No,No,Yes,Mailed check,0,Yes,No,Yes,Yes
2,104.6,190.98,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,Yes,Yes
52,86.81,4473.32,One year,DSL,No,Yes,Electronic check,0,Yes,No,Yes,No
22,69.8,1452.65,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
52,19.06,967.67,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,No,No
36,60.62,1983.54,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
16,103.71,1502.96,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,No,Yes
